mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_stab_period,param_gamma_normal,param_ff,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
3.3027408123016357,0.0,2.5035769939422607,0.0,8,0.777,0.827,"{'stab_period': 8, 'gamma_normal': 0.777, 'ff': 0.827}",0.6300104960230778,0.6300104960230778,0.0,39
4.647042989730835,0.0,1.801408052444458,0.0,20,0.944,0.554,"{'stab_period': 20, 'gamma_normal': 0.944, 'ff': 0.554}",0.4100858738574954,0.4100858738574954,0.0,93
4.039907693862915,0.0,2.020940065383911,0.0,15,0.555,0.772,"{'stab_period': 15, 'gamma_normal': 0.555, 'ff': 0.772}",0.683358854951017,0.683358854951017,0.0,8
4.1489317417144775,0.0,1.4333553314208984,0.0,13,0.777,0.99,"{'stab_period': 13, 'gamma_normal': 0.777, 'ff': 0.99}",0.5668579198946425,0.5668579198946425,0.0,59
4.67327880859375,0.0,1.4184479713439941,0.0,8,0.555,0.718,"{'stab_period': 8, 'gamma_normal': 0.555, 'ff': 0.718}",0.6414851961333146,0.6414851961333146,0.0,27
4.114922285079956,0.0,1.445277452468872,0.0,2,0.888,0.827,"{'stab_period': 2, 'gamma_normal': 0.888, 'ff': 0.827}",0.559262307033991,0.559262307033991,0.0,62
3.8778722286224365,0.0,1.5009558200836182,0.0,20,0.777,0.772,"{'stab_period': 20, 'gamma_normal': 0.777, 'ff': 0.772}",0.6739606648029542,0.6739606648029542,0.0,13
4.084489583969116,0.0,1.0497050285339355,0.0,6,0.999,0.772,"{'stab_period': 6, 'gamma_normal': 0.999, 'ff': 0.772}",0.38338979640004517,0.38338979640004517,0.0,96
3.7680673599243164,0.0,1.4213097095489502,0.0,17,0.777,0.609,"{'stab_period': 17, 'gamma_normal': 0.777, 'ff': 0.609}",0.662207569002885,0.662207569002885,0.0,18
4.040385484695435,0.0,1.399033784866333,0.0,8,0.777,0.554,"{'stab_period': 8, 'gamma_normal': 0.777, 'ff': 0.554}",0.5052017936567649,0.5052017936567649,0.0,72
